,CPT_CODE_OR_OTHER,Top_25_Avg,OSHPD_NUM,Hospital_Name
"Colonoscopy, diagnostic",45378,"5,907",106010937,Summit Medical Center Merritt Campus
"Colonoscopy, with biopsy",45380,"7,773",106010937,Summit Medical Center Merritt Campus
"Colonoscopy, with lesion removal, by snare technique",45385,"8,030",106010937,Summit Medical Center Merritt Campus
"Discission, secondary membranous cataract, laser surgery",66821,,106010937,Summit Medical Center Merritt Campus
"Endoscopy, Upper GI, with biopsy",43239,"6,260",106010937,Summit Medical Center Merritt Campus
"Endoscopy, Upper GI, diagnostic",43235,"5,756",106010937,Summit Medical Center Merritt Campus
"Excision, Breast Lesion",19120,"21,141",106010937,Summit Medical Center Merritt Campus
"Hernia Repair, Inguinal, 5 years and older",49505,"24,084",106010937,Summit Medical Center Merritt Campus
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar w/o imaging guidance",62322,"4,294",106010937,Summit Medical Center Merritt Campus
"Injection, Anesthetic or Steroid, transforaminal epidural, sacral",64483,"8,512",106010937,Summit Medical Center Merritt Campus
Laparoscopic Cholecystectomy,47562,"34,129",106010937,Summit Medical Center Merritt Campus
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106010937,Summit Medical Center Merritt Campus
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106010937,Summit Medical Center Merritt Campus
"Emergency Room Visit, Level 2",99282,,106013626,Summit Medical Center Provd Campus
"Emergency Room Visit, Level 3",99283,,106013626,Summit Medical Center Provd Campus
"Emergency Room Visit, Level 4",99284,,106013626,Summit Medical Center Provd Campus
Laboratory & Pathology Services (CPT Codes 80048-89356),2019 CPT Code,,106013626,Summit Medical Center Provd Campus
Basic Metabolic Panel,80048,170,106013626,Summit Medical Center Provd Campus
Comprehensive Metabolic Panel,80053,198,106013626,Summit Medical Center Provd Campus
Lipid Panel,80061,224,106013626,Summit Medical Center Provd Campus
"Creatine Kinase (CK), (CPK), Total",82550,130,106013626,Summit Medical Center Provd Campus
"Blood Gas Analysis, including 02 saturation",82805,818,106013626,Summit Medical Center Provd Campus
Thyroid Stimulating Hormone,84443,185,106013626,Summit Medical Center Provd Campus
"Troponin, Quantitative",84484,381,106013626,Summit Medical Center Provd Campus
"Complete Blood Count, with differential WBC, automated",85025,122,106013626,Summit Medical Center Provd Campus
"Complete Blood Count, automated",85027,136,106013626,Summit Medical Center Provd Campus
Prothrombin Time,85610,77,106013626,Summit Medical Center Provd Campus
Partial Thromboplastin Time,85730,180,106013626,Summit Medical Center Provd Campus
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,,106013626,Summit Medical Center Provd Campus
"CT Scan, Head or Brain, without contrast",70450,"3,294",106013626,Summit Medical Center Provd Campus
"X-Ray, Chest, two views",71046,511,106013626,Summit Medical Center Provd Campus
"X-Ray, Lumbo Sacral, four views",72110,858,106013626,Summit Medical Center Provd Campus
"Screening mammography, bilateral (CAD) when performed",77067,475,106013626,Summit Medical Center Provd Campus
"CT Scan, Pelvis, with contrast",72193,"3,723",106013626,Summit Medical Center Provd Campus
"CT Scan, Abdomen, with contrast",74160,"3,595",106013626,Summit Medical Center Provd Campus
"Ultrasound, Abdomen, Complete",76700,"1,312",106013626,Summit Medical Center Provd Campus
"Ultrasound, OB, 14 weeks or more, single fetus, transabdominal",76805,"1,299",106013626,Summit Medical Center Provd Campus
"Radiologic examination, chest; single view, frontal",71045,430,106013626,Summit Medical Center Provd Campus
"Radiologic examination, knee; 1 or 2 views",73560,704,106013626,Summit Medical Center Provd Campus
"Radiologic examination, spine; thoracic, 2 views",72070,580,106013626,Summit Medical Center Provd Campus
"Radiologic examination, hip, unilateral; complete, minimum of 2 views",73502,,106013626,Summit Medical Center Provd Campus
"Radiologic examination, foot; complete, minimum of 3 views",73630,,106013626,Summit Medical Center Provd Campus
"Radiologic examination, abdomen; single anteroposterior view",74018,,106013626,Summit Medical Center Provd Campus
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,,106013626,Summit Medical Center Provd Campus
Electrocardiogram 12 Lead Tracing Only,93005,261,106013626,Summit Medical Center Provd Campus
"Echocardiography, complete",93307,"2,396",106013626,Summit Medical Center Provd Campus
"Inhalation Treatment, pressurized or nonpressurized",94640,418,106013626,Summit Medical Center Provd Campus
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge Amount,106013626,Summit Medical Center Provd Campus
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106013626,Summit Medical Center Provd Campus
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106013626,Summit Medical Center Provd Campus
Carpal Tunnel Surgery,64721,,106013626,Summit Medical Center Provd Campus
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106013626,Summit Medical Center Provd Campus
"Colonoscopy, diagnostic",45378,,106013626,Summit Medical Center Provd Campus
"Colonoscopy, with biopsy",45380,,106013626,Summit Medical Center Provd Campus
"Colonoscopy, with lesion removal, by snare technique",45385,,106013626,Summit Medical Center Provd Campus
"Discission, secondary membranous cataract, laser surgery",66821,,106013626,Summit Medical Center Provd Campus
"Endoscopy, Upper GI, with biopsy",43239,,106013626,Summit Medical Center Provd Campus
"Endoscopy, Upper GI, diagnostic",43235,,106013626,Summit Medical Center Provd Campus
"Excision, Breast Lesion",19120,,106013626,Summit Medical Center Provd Campus
"Hernia Repair, Inguinal, 5 years and older",49505,,106013626,Summit Medical Center Provd Campus
"Injection, Diagnostic or Therapeutic substance, epidural, sacral",62311,,106013626,Summit Medical Center Provd Campus
"Injection, Anesthetic or Steroid, transforaminal epidural, sacral",64483,,106013626,Summit Medical Center Provd Campus
Laparoscopic Cholecystectomy,47562,,106013626,Summit Medical Center Provd Campus
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106013626,Summit Medical Center Provd Campus
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106013626,Summit Medical Center Provd Campus
Evaluation & Management Services (CPT Codes 99201-99499),2018 CPT Code,Average Charge,106010967,St. Rose Hospital 
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,"$1,133.00",106010967,St. Rose Hospital 
"Emergency Room Visit, Level 3 (moderate severity)",99283,"$1,650.00",106010967,St. Rose Hospital 
"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,"$2,611.00",106010967,St. Rose Hospital 
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,"$4,040.00",106010967,St. Rose Hospital 
"Outpatient Visit, established patient, 15 minutes",99213,"$1,650.00",106010967,St. Rose Hospital 
Laboratory & Pathology Services (CPT Codes 80047-89398),2018 CPT Code,Average Charge,106010967,St. Rose Hospital 
Basic Metabolic Panel,80048,$289.00,106010967,St. Rose Hospital 
"Blood Gas Analysis, including 02 saturation",82805,$151.00,106010967,St. Rose Hospital 
"Complete Blood Count, automated",85027,$167.00,106010967,St. Rose Hospital 
"Complete Blood Count, with differential WBC, automated",85025,$21.57,106010967,St. Rose Hospital 
Comprehensive Metabolic Panel,80053,$422.00,106010967,St. Rose Hospital 
"Creatine Kinase (CK), (CPK), Total",82550,$196.00,106010967,St. Rose Hospital 
Lipid Panel,80061,$37.20,106010967,St. Rose Hospital 
Partial Thromboplastin Time,85730,$98.00,106010967,St. Rose Hospital 
Prothrombin Time,85610,$95.00,106010967,St. Rose Hospital 
Thyroid Stimulating Hormone,84443,$46.67,106010967,St. Rose Hospital 
"Troponin, Quantitative",84484,$134.00,106010967,St. Rose Hospital 
"Urinalysis, without microscopy",81003,$70.00,106010967,St. Rose Hospital 
"Urinalysis, with microscopy",81001,$8.80,106010967,St. Rose Hospital 
Radiology Services  (CPT Codes 70010-79999),2018 CPT Code,Average Charge,106010967,St. Rose Hospital 
"CT Scan, Abdomen, with contrast",74160,"$3,814.00",106010967,St. Rose Hospital 
"CT Scan, Head or Brain, without contrast",70450,"$3,800.00",106010967,St. Rose Hospital 
"CT Scan, Pelvis, with contrast",72193,"$3,925.00",106010967,St. Rose Hospital 
"Mammography,Screening, Bilateral",77067,,106010967,St. Rose Hospital 
"MRI, Brain, without contrast, followed by contrast",70553,"$3,674.00",106010967,St. Rose Hospital 
"Ultrasound, Abdomen, Complete",76700,"$2,413.00",106010967,St. Rose Hospital 
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,"$1,920.00",106010967,St. Rose Hospital 
"X-Ray, Lower Back, minimum four views",72110,"$1,607.00",106010967,St. Rose Hospital 
"X-Ray, Chest, two views",71046,$310.55,106010967,St. Rose Hospital 
Medicine Services  (CPT Codes 90281-99607),2018 CPT Code,Average Charge,106010967,St. Rose Hospital 
"Cardiac Catheterization, right heart",93451,"$18,729.00",106010967,St. Rose Hospital 
2D Echo TTE  Complete,93306,"$4,188.00",106010967,St. Rose Hospital 
"EKG , routine",93005,$659.00,106010967,St. Rose Hospital 
"Inhalation Treatment, pressurized or nonpressurized",94640,$822.80,106010967,St. Rose Hospital 
"Physical Therapy, Evaluation",97161,$360.04,106010967,St. Rose Hospital 
"Physical Therapy, Gait Training",97116,,106010967,St. Rose Hospital 
"Physical Therapy, Therapeutic Exercise",97110,$480.00,106010967,St. Rose Hospital 
Surgery Services  (CPT Codes 10021-69990),2018 CPT Code,Average Charge,106010967,St. Rose Hospital 
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,"$24,000.00",106010967,St. Rose Hospital 
"Arthroscopy, Shoulder, with partial acromioplasty",29826,"$40,000.00",106010967,St. Rose Hospital 
Carpal Tunnel Surgery,64721,"$15,000.00",106010967,St. Rose Hospital 
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106010967,St. Rose Hospital 
"Colonoscopy, diagnostic",45378,"$7,200.00",106010967,St. Rose Hospital 
"Colonoscopy, with biopsy",45380,"$8,700.00",106010967,St. Rose Hospital 
"Colonoscopy, with lesion removal, by snare technique",45385,"$8,500.00",106010967,St. Rose Hospital 
"Discission, secondary membranous cataract, laser surgery",66821,,106010967,St. Rose Hospital 
"Endoscopy, Upper GI, with biopsy",43239,"$7,200.00",106010967,St. Rose Hospital 
"Endoscopy, Upper GI, diagnostic",43235,"$6,200.00",106010967,St. Rose Hospital 
"Excision, Breast Lesion, without preoperative radiological marker",19120,"$21,000.00",106010967,St. Rose Hospital 
"Hernia Repair, Inguinal, 5 years and older",49505,"$27,000.00",106010967,St. Rose Hospital 
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,106010967,St. Rose Hospital 
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,106010967,St. Rose Hospital 
Laparoscopic Cholecystectomy,47562,"$26,000.00",106010967,St. Rose Hospital 
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106010967,St. Rose Hospital 
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106010967,St. Rose Hospital 
Other Common Outpatient Procedures (list as needed),2018 CPT Code,Average Charge,106010967,St. Rose Hospital 
"CT Scan, Chest/Lung biopsy ",32405,"$5,261.10",106010967,St. Rose Hospital 
Evaluation & Management Services (CPT Codes 99201-99499),,Average Charge,106010987,Washington Hospital_Fremont
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,$632.68,106010987,Washington Hospital_Fremont
"Emergency Room Visit, Level 3 (moderate severity)",99283,"$1,357.41",106010987,Washington Hospital_Fremont
"Emergency Room Visit, Level 4 (high severity)",99284,"$1,741.53",106010987,Washington Hospital_Fremont
"Emergency Room Visit, Level 5 (high severity)",99285,"$3,503.80",106010987,Washington Hospital_Fremont
"Outpatient Visit, established patient, 15 minutes",99213,,106010987,Washington Hospital_Fremont
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106010987,Washington Hospital_Fremont
Basic Metabolic Panel,80048,$195.14,106010987,Washington Hospital_Fremont
"Blood Gas Analysis, including 02 saturation",82805,$552.84,106010987,Washington Hospital_Fremont
"Complete Blood Count, automated",85027,$125.11,106010987,Washington Hospital_Fremont
"Complete Blood Count, with differential WBC, automated",85025,$168.43,106010987,Washington Hospital_Fremont
Comprehensive Metabolic Panel,80053,$205.49,106010987,Washington Hospital_Fremont
"Creatine Kinase (CK), (CPK), Total",82550,$120.89,106010987,Washington Hospital_Fremont
Lipid Panel,80061,$256.31,106010987,Washington Hospital_Fremont
Partial Thromboplastin Time,85730,$194.08,106010987,Washington Hospital_Fremont
Prothrombin Time,85610,$116.29,106010987,Washington Hospital_Fremont
Thyroid Stimulating Hormone,84443,$216.10,106010987,Washington Hospital_Fremont
"Troponin, Quantitative",84484,$133.04,106010987,Washington Hospital_Fremont
"Urinalysis, without microscopy",81002 or 81003,,106010987,Washington Hospital_Fremont
"Urinalysis, with microscopy",81000 or 81001,$139.15,106010987,Washington Hospital_Fremont
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106010987,Washington Hospital_Fremont
"CT Scan, Abdomen, with contrast",74160,"$3,100.19",106010987,Washington Hospital_Fremont
"CT Scan, Head or Brain, without contrast",70450,"$2,142.52",106010987,Washington Hospital_Fremont
"CT Scan, Pelvis, with contrast",72193,"$3,100.19",106010987,Washington Hospital_Fremont
"Mammography, Screening, Bilateral",77067,$329.21,106010987,Washington Hospital_Fremont
"MRI, Head or Brain, without contrast, followed by contrast",70553,"$5,400.82",106010987,Washington Hospital_Fremont
"Ultrasound, Abdomen, Complete",76700,"$1,014.51",106010987,Washington Hospital_Fremont
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,"$1,085.42",106010987,Washington Hospital_Fremont
"X-Ray, Lower Back, four views",72110,$652.64,106010987,Washington Hospital_Fremont
"X-Ray, Chest, two views",71046,$453.98,106010987,Washington Hospital_Fremont
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106010987,Washington Hospital_Fremont
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,106010987,Washington Hospital_Fremont
"Echocardiography, complete",93307,,106010987,Washington Hospital_Fremont
"Electrocardiogram, routine, with interpretation and report",93000,,106010987,Washington Hospital_Fremont
"Inhalation Treatment, pressurized or nonpressurized",94640,,106010987,Washington Hospital_Fremont
"Physical Therapy, Low Complexity Evaluation",97161,,106010987,Washington Hospital_Fremont
"Physical Therapy, Gait Training",97116,,106010987,Washington Hospital_Fremont
"Physical Therapy, Therapeutic Exercise",97110,,106010987,Washington Hospital_Fremont
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106010987,Washington Hospital_Fremont
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106010987,Washington Hospital_Fremont
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106010987,Washington Hospital_Fremont
Carpal Tunnel Surgery,64721,,106010987,Washington Hospital_Fremont
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106010987,Washington Hospital_Fremont
"Colonoscopy, diagnostic",45378,,106010987,Washington Hospital_Fremont
"Colonoscopy, with biopsy",45380,,106010987,Washington Hospital_Fremont
"Colonoscopy, with lesion removal, by snare technique",45385,,106010987,Washington Hospital_Fremont
